tokens,;ner_tags
insulina;B-Gene_o_prodotto_genico
terapia;O
cause;O
un;O
transitorio;O
peggioramento;O
di;O
retinopatia;O
.;O
;
Il;O
meccanismi;O
sottostante;O
il;O
iniziale;O
insulina;B-Gene_o_prodotto_genico
-;O
indotto;O
deterioramento;O
di;O
retinentrico;B-Struttura_multi-tessuto
stato;O
in;O
pazienti;B-Organismo
diabete;O
restarsi;O
sconosciuto;O
.;O
;
Vascolare;B-Gene_o_prodotto_genico
endoteliale;I-Gene_o_prodotto_genico
crescita;I-Gene_o_prodotto_genico
fattore;I-Gene_o_prodotto_genico
(;O
VEGF;B-Gene_o_prodotto_genico
);O
è;O
conosciuto;O
a;O
essere;O
operatore;O
in;O
il;O
patogenesi;O
di;O
diabetico;O
retinopatia;O
.;O
;
Il;O
attuale;O
studio;O
era;O
condotto;O
a;O
caratterizzare;O
il;O
effetto;O
di;O
insulina;B-Gene_o_prodotto_genico
Su;O
retinentrico;B-Struttura_multi-tessuto
VEGF;B-Gene_o_prodotto_genico
gene;O
espressione;O
in;O
vitro;O
e;O
in;O
vivo;O
.;O
;
Metodi;O
:;O
Il;O
effetto;O
di;O
insulina;B-Gene_o_prodotto_genico
Su;O
VEGF;B-Gene_o_prodotto_genico
espressione;O
in;O
vivo;O
era;O
esaminato;O
di;O
in;O
situ;O
ibridazione;O
Studi;O
di;O
ratto;B-Organismo
retinentrico;B-Struttura_multi-tessuto
VEGF;B-Gene_o_prodotto_genico
trascrizioni;O
.;O
;
Per;O
esaminare;O
il;O
meccanismi;O
di;O
quale;O
insulina;B-Gene_o_prodotto_genico
Regola;O
VEGF;B-Gene_o_prodotto_genico
espressione;O
""",""";O
umano;B-Organismo
retinentrico;B-Cellula
pigmento;I-Cellula
epiteliale;I-Cellula
(;I-Cellula
Rpe;I-Cellula
);I-Cellula
cellule;I-Cellula
erano;O
esposto;O
a;O
insulina;B-Gene_o_prodotto_genico
""",""";O
e;O
VEGF;B-Gene_o_prodotto_genico
mRNA;O
livelli;O
erano;O
quantificato;O
Rnase;B-Gene_o_prodotto_genico
protezione;O
saggi;O
(;O
Rpas;O
);O
.;O
;
Condizionato;O
media;O
insulina;B-Gene_o_prodotto_genico
-;O
trattati;O
Rpe;B-Cellula
cellule;I-Cellula
erano;O
saggio;O
per;O
VEGF;B-Gene_o_prodotto_genico
proteina;O
e;O
capillare;B-Cellula
endoteliale;I-Cellula
cellula;I-Cellula
proliferazione;O
.;O
;
Il;O
capacità;O
di;O
insulina;B-Gene_o_prodotto_genico
a;O
stimolare;O
il;O
VEGF;B-Gene_o_prodotto_genico
promotore;O
collegato;O
a;O
un;O
luciferasi;B-Gene_o_prodotto_genico
reporter;O
gene;O
era;O
caratterizzato;O
in;O
transitorio;O
transfezione;O
saggi;O
.;O
;
Risultati;O
:;O
Insulina;B-Gene_o_prodotto_genico
VEGF;B-Gene_o_prodotto_genico
mRNA;O
livelli;O
in;O
il;O
ganglio;B-Tessuto
""",""";O
interno;B-Tessuto
nucleare;I-Tessuto
""",""";O
e;O
Rpe;B-Tessuto
cellula;I-Tessuto
strati;I-Tessuto
.;O
;
In;O
vitro;O
""",""";O
insulina;B-Gene_o_prodotto_genico
VEGF;B-Gene_o_prodotto_genico
mRNA;O
livelli;O
in;O
umano;B-Organismo
Rpe;B-Cellula
cellule;I-Cellula
e;O
migliorato;O
VEGF;B-Gene_o_prodotto_genico
promotore;O
attività;O
colpire;O
trascrizione;O
stabilità;O
.;O
;
Insulina;B-Gene_o_prodotto_genico
trattamento;O
anche;O
VEGF;B-Gene_o_prodotto_genico
proteina;O
livelli;O
in;O
condizionato;O
Rpe;B-Cellula
cellula;I-Cellula
media;O
in;O
un;O
dose;O
-;O
dipendente;O
maniera;O
un;O
mediano;O
efficace;O
concentrazione;O
di;O
5;O
nm;O
.;O
;
Il;O
insulina;B-Gene_o_prodotto_genico
-;O
condizionato;O
Rpe;B-Cellula
cellula;I-Cellula
media;O
stimolato;O
capillare;B-Cellula
endoteliale;I-Cellula
cellula;I-Cellula
proliferazione;O
""",""";O
un;O
effetto;O
Quello;O
era;O
completamente;O
bloccato;O
di;O
anti;O
-;O
VEGF;B-Gene_o_prodotto_genico
neutralizzante;O
anticorpo;O
.;O
;
Conclusioni;O
:;O
Insulina;B-Gene_o_prodotto_genico
aumenti;O
VEGF;B-Gene_o_prodotto_genico
mRNA;O
e;O
secreto;O
proteina;O
livelli;O
in;O
Rpe;B-Cellula
cellule;I-Cellula
attraverso;O
migliorato;O
trascrizione;O
di;O
il;O
VEGF;B-Gene_o_prodotto_genico
gene;O
.;O
;
Intensivo;O
insulina;B-Gene_o_prodotto_genico
terapia;O
può;O
causa;O
un;O
transitorio;O
peggioramento;O
di;O
retinopatia;O
in;O
pazienti;B-Organismo
diabete;O
attraverso;O
retinentrico;B-Struttura_multi-tessuto
VEGF;B-Gene_o_prodotto_genico
gene;O
espressione;O
.;O
;
Il;O
antiangiogenico;O
agente;O
linomide;B-Semplice_chimico
inibisce;O
il;O
crescita;O
Vota;O
di;O
von;B-Cancro
Hippel;I-Cancro
-;I-Cancro
Lindau;I-Cancro
Paragenglioma;I-Cancro
xenografts;I-Cancro
a;O
.;O
;
Il;O
scopo;O
di;O
questo;O
studio;O
era;O
a;O
accertare;O
il;O
potenziale;O
utilità;O
di;O
il;O
antiangiogenico;O
composto;O
linomide;B-Semplice_chimico
per;O
trattamento;O
di;O
von;B-Cancro
Hippel;I-Cancro
-;I-Cancro
Lindau;I-Cancro
(;I-Cancro
VHL;I-Cancro
);I-Cancro
-;I-Cancro
imparentato;I-Cancro
tumori;I-Cancro
.;O
;
Paragenglioma;B-Tessuto
frammenti;I-Tessuto
ottenuto;O
a;O
chirurgia;O
un;O
VHL;O
genere;O
2a;O
paziente;B-Organismo
erano;O
trapiantato;O
S;O
.;O
C;O
.;O
a;O
maschio;O
Balb;B-Organismo
/;I-Organismo
C;I-Organismo
nu;I-Organismo
/;I-Organismo
nu;I-Organismo
(;I-Organismo
nudo;I-Organismo
);I-Organismo
:;O
(;O
un;O
);O
2;O
-;O
3;O
-;O
mm;O
frammenti;O
per;O
prevenzione;O
esperimenti;O
";";O
e;O
(;O
B;O
);O
2;O
-;O
3;O
-;O
mm;O
frammenti;O
consentito;O
a;O
crescere;O
a;O
1;O
cm;O
per;O
intervento;O
Studi;O
.;O
;
Entrambi;O
gruppi;O
ricevuto;O
o;O
0;O
.;O
5;O
mg;O
/;O
ml;O
linomide;B-Semplice_chimico
in;O
potabile;O
acqua;O
o;O
acidificato;O
acqua;O
e;O
erano;O
seguito;O
tumore;B-Cancro
diametro;O
raggiunto;O
3;O
cm;O
o;O
per;O
4;O
settimane;O
.;O
;
In;O
entrambi;O
il;O
prevenzione;O
e;O
intervento;O
esperimenti;O
""",""";O
un;O
significativo;O
diminuzione;O
di;O
tumore;B-Cancro
dimensione;O
e;O
era;O
osservato;O
in;O
il;O
droga;O
-;O
trattati;O
animali;O
.;O
;
In;O
vivo;O
nucleare;O
magnetico;O
risonanza;O
analisi;O
di;O
tumore;B-Cancro
sangue;B-Sostanza_organismo
flusso;O
in;O
linomide;B-Semplice_chimico
-;O
trattati;O
animali;O
mostrato;O
localizzazione;O
di;O
sangue;B-Struttura_multi-tessuto
navi;I-Struttura_multi-tessuto
quasi;O
esclusivamente;O
a;O
il;O
periferia;O
di;O
il;O
scarsamente;O
vascolarizzato;O
tumori;B-Cancro
un;O
significativo;O
riduzione;O
di;O
entrambi;O
vascolare;B-Struttura_multi-tessuto
funzionalità;O
e;O
vasodilatazione;O
.;O
;
Istologico;O
di;O
tumori;B-Cancro
linomide;B-Semplice_chimico
-;O
trattati;O
animali;O
rivelato;O
segnato;O
Avascolarity;O
.;O
;
Trattati;O
animali;O
anche;O
visualizzato;O
un;O
2;O
.;O
4;O
-;O
piega;O
riduzione;O
di;O
tumore;B-Cancro
vascolare;B-Gene_o_prodotto_genico
endoteliale;I-Gene_o_prodotto_genico
crescita;I-Gene_o_prodotto_genico
fattore;I-Gene_o_prodotto_genico
mRNA;O
livelli;O
.;O
;
Preso;O
insieme;O
""",""";O
Nostro;O
dati;O
indicare;O
Quello;O
in;O
VHL;O
malattia;O
""",""";O
terapia;O
dirette;O
a;O
inibizione;O
di;O
costitutivamente;O
espresso;O
VEGF;B-Gene_o_prodotto_genico
induzione;O
di;O
angiogenesi;O
di;O
VHL;B-Cancro
tumori;I-Cancro
può;O
costituire;O
un;O
efficace;O
medico;O
trattamento;O
.;O
;
LMP1;B-Gene_o_prodotto_genico
di;O
Epstein;B-Organismo
-;I-Organismo
Barra;I-Organismo
virus;I-Organismo
induce;O
proliferazione;O
di;O
primario;O
topo;B-Organismo
embrionale;B-Cellula
fibroblasti;I-Cellula
e;O
Cooperativo;O
trasformazione;O
il;O
cellule;B-Cellula
un;O
P16;B-Gene_o_prodotto_genico
-;O
insensibile;O
CDK4;B-Gene_o_prodotto_genico
oncogene;O
.;O
;
Il;O
latente;O
membrana;O
proteina;O
LMP1;B-Gene_o_prodotto_genico
di;O
Epstein;B-Organismo
-;I-Organismo
Barra;I-Organismo
virus;I-Organismo
(;O
Ebv;B-Organismo
);O
è;O
spesso;O
regalo;O
in;O
Ebv;B-Organismo
-;O
associato;O
malignità;B-Cancro
Compreso;O
nasofaringeo;B-Cancro
carcinoma;I-Cancro
e;O
Hodgkin;B-Cancro
""",""I-Cancro";
S;I-Cancro
linfoma;I-Cancro
.;O
;
Precedente;O
opera;O
Dimostra;O
Quello;O
il;O
LMP1;B-Gene_o_prodotto_genico
gene;O
di;O
Ebv;B-Organismo
è;O
sufficiente;O
a;O
trasformare;O
certo;O
stabilito;O
roditore;O
fibroblasto;B-Cellula
cellula;I-Cellula
Linee;I-Cellula
e;O
a;O
indurre;O
il;O
tumorigenicità;O
di;O
alcuni;O
umano;B-Organismo
epiteliale;B-Cellula
cellula;I-Cellula
Linee;I-Cellula
.;O
;
In;O
aggiunta;O
""",""";O
LMP1;B-Gene_o_prodotto_genico
gioca;O
pleiotropico;O
ruoli;O
in;O
cellula;B-Cellula
crescita;O
arresto;O
""",""";O
differenziazione;O
""",""";O
e;O
apoptosi;O
""",""";O
dipendente;O
Su;O
il;O
sfondo;O
di;O
il;O
obbiettivo;O
cellule;B-Cellula
.;O
;
Per;O
esaminare;O
il;O
ruoli;O
di;O
LMP1;B-Gene_o_prodotto_genico
in;O
cellula;B-Cellula
proliferazione;O
e;O
crescita;O
regolamento;O
in;O
primario;B-Cellula
cultura;I-Cellula
cellule;I-Cellula
""",""";O
noi;O
costruito;O
un;O
ricombinante;O
retrovirus;B-Organismo
contenente;O
un;O
LMP1;B-Gene_o_prodotto_genico
gene;O
.;O
;
questo;O
retrovirus;B-Organismo
""",""";O
LMP1;B-Gene_o_prodotto_genico
era;O
mostrato;O
a;O
stimolare;O
il;O
proliferazione;O
di;O
primario;O
topo;B-Organismo
embrionale;B-Cellula
fibroblasti;I-Cellula
(;O
Mef;B-Cellula
cellule;I-Cellula
);O
.;O
;
Esso;O
ha;O
un;O
mitogenico;O
attività;O
per;O
Mef;B-Cellula
cellule;I-Cellula
""",""";O
come;O
dimostrato;O
di;O
un;O
immediato;O
induzione;O
di;O
cellula;B-Cellula
raddoppio;O
tempo;O
.;O
;
In;O
aggiunta;O
""",""";O
esso;O
il;O
passaggio;O
numero;O
di;O
Mef;B-Cellula
cellule;I-Cellula
a;O
di;O
30;O
dopo;O
retroviral;B-Organismo
infezione;O
""",""";O
rispetto;O
meno;O
di;O
5;O
per;O
Mef;B-Cellula
cellule;I-Cellula
.;O
;
""",""";O
LMP1;B-Gene_o_prodotto_genico
collabora;O
un;O
P16;B-Gene_o_prodotto_genico
-;O
insensibile;O
CDK4;B-Gene_o_prodotto_genico
(;O
R24c;O
);O
oncogene;O
in;O
trasformazione;O
Mef;B-Cellula
cellule;I-Cellula
.;O
;
risultati;O
fornire;O
il;O
primo;O
prova;O
di;O
il;O
capacità;O
di;O
il;O
LMP1;B-Gene_o_prodotto_genico
gene;O
""",""";O
recitazione;O
solo;O
""",""";O
a;O
effettivamente;O
indurre;O
il;O
proliferazione;O
di;O
primario;O
Mef;B-Cellula
cellule;I-Cellula
e;O
di;O
suo;O
cooperatività;O
cellulare;B-Cellula
oncogene;O
in;O
trasformazione;O
primario;O
cellule;B-Cellula
.;O
;
Autotaxin;B-Gene_o_prodotto_genico
(;O
ATX;B-Gene_o_prodotto_genico
);O
""",""";O
un;O
potente;O
tumore;B-Cancro
motoogene;O
""",""";O
Augments;O
invasivo;O
e;O
metastatico;O
potenziale;O
di;O
ras;B-Gene_o_prodotto_genico
-;O
trasformato;O
cellule;B-Cellula
.;O
;
Autotaxin;B-Gene_o_prodotto_genico
(;O
ATX;B-Gene_o_prodotto_genico
);O
""",""";O
un;O
EXO;O
-;O
nucleotide;O
pirofosfatasi;O
e;O
fosfodiesterasi;O
""",""";O
era;O
originariamente;O
isolato;O
come;O
un;O
potente;O
stimolatore;O
di;O
tumore;B-Cellula
cellula;I-Cellula
motilità;O
.;O
;
In;O
ordine;O
a;O
studio;O
se;O
ATX;B-Gene_o_prodotto_genico
espressione;O
colpisce;O
motilità;O
-;O
dipendente;O
processi;O
tale;O
come;O
invasione;O
e;O
metastasi;O
""",""";O
noi;O
stabilmente;O
trasfettato;O
completo;O
-;O
lunghezza;O
ATX;B-Gene_o_prodotto_genico
cDNA;O
in;O
Due;O
non;O
-;O
esprimere;O
cellula;B-Cellula
Linee;I-Cellula
""",""";O
genitore;O
e;O
ras;B-Gene_o_prodotto_genico
-;O
trasformato;O
NIH3T3;B-Cellula
(;I-Cellula
clone7;I-Cellula
);I-Cellula
cellule;I-Cellula
.;O
;
Il;O
effetto;O
di;O
ATX;B-Gene_o_prodotto_genico
secrezione;O
Su;O
in;O
vitro;O
cellula;B-Cellula
motilità;O
era;O
variabile;O
.;O
;
Il;O
ras;B-Gene_o_prodotto_genico
-;O
trasformato;O
""",""";O
ATX;B-Gene_o_prodotto_genico
-;O
secrezione;O
subcloni;B-Cellula
aveva;O
migliorato;O
motilità;O
a;O
ATX;B-Gene_o_prodotto_genico
come;O
chemoattract;O
""",""";O
ma;O
là;O
era;O
poco;O
differenza;O
in;O
il;O
motilità;O
risposte;O
di;O
NIH3T3;B-Cellula
cellule;I-Cellula
trasfettato;O
ATX;B-Gene_o_prodotto_genico
""",""";O
un;O
inattivo;O
mutante;O
gene;O
""",""";O
o;O
vuoto;O
vettore;O
.;O
;
In;O
Matrigeltm;O
invasione;O
saggi;O
""",""";O
Tutti;O
subcloni;B-Cellula
""",""";O
quale;O
secreto;O
enzimaticamente;O
attivo;O
ATX;B-Gene_o_prodotto_genico
""",""";O
dimostrato;O
maggiore;O
spontaneo;O
e;O
ATX;B-Gene_o_prodotto_genico
-;O
stimolato;O
invasione;O
di;O
adeguata;O
controlli;O
.;O
;
Questo;O
differenza;O
in;O
invasività;O
era;O
non;O
causato;O
di;O
differenze;O
in;O
gelatinasi;B-Gene_o_prodotto_genico
produzione;O
""",""";O
quale;O
era;O
costante;O
entro;O
ogni;O
gruppo;O
di;O
transfettanti;B-Cellula
.;O
;
In;O
vivo;O
Studi;O
Atimica;B-Organismo
nudo;I-Organismo
dimostrato;O
Quello;O
iniezione;O
di;O
ATX;B-Gene_o_prodotto_genico
-;O
trasfettato;O
NIH3T3;B-Cellula
cellule;I-Cellula
risultato;O
in;O
un;O
debole;O
tumorigenico;O
capacità;O
pochi;O
sperimentale;O
metastasi;O
.;O
;
Combinazione;O
di;O
ATX;B-Gene_o_prodotto_genico
espressione;O
ras;B-Gene_o_prodotto_genico
trasformazione;O
prodotto;O
cellule;B-Cellula
notevolmente;O
amplificato;O
tumorigenesi;O
e;O
metastatico;O
potenziale;O
rispetto;O
a;O
ras;B-Gene_o_prodotto_genico
-;O
trasformato;O
controlli;B-Cellula
.;O
;
così;O
""",""";O
ATX;B-Gene_o_prodotto_genico
appare;O
a;O
aumentare;O
cellulare;B-Cellula
caratteristiche;O
necessario;O
per;O
tumore;B-Cancro
aggressività;O
.;O
;
Oncogenico;O
epidermico;B-Gene_o_prodotto_genico
crescita;I-Gene_o_prodotto_genico
fattore;I-Gene_o_prodotto_genico
recettore;I-Gene_o_prodotto_genico
mutanti;O
tandem;O
duplicazione;O
:;O
gene;O
struttura;O
e;O
Effetti;O
Su;O
recettore;O
funzione;O
.;O
;
UN;O
numero;O
di;O
epidermico;B-Gene_o_prodotto_genico
crescita;I-Gene_o_prodotto_genico
fattore;I-Gene_o_prodotto_genico
recettore;I-Gene_o_prodotto_genico
(;O
EGFR;B-Gene_o_prodotto_genico
);O
cancellazione;O
mutanti;O
avere;O
stato;O
identificato;O
in;O
gliomi;B-Cancro
""",""";O
in;O
quale;O
il;O
EGFR;B-Gene_o_prodotto_genico
gene;O
è;O
frequentemente;O
amplificato;O
e;O
riorganizzato;O
.;O
;
Noi;O
avere;O
caratterizzato;O
il;O
struttura;O
di;O
un;O
gene;O
in;O
UN;B-Cellula
-;I-Cellula
172;I-Cellula
umano;I-Cellula
glioma;I-Cellula
cellule;I-Cellula
Quello;O
codifica;O
un;O
190;O
-;O
kda;O
EGFR;B-Gene_o_prodotto_genico
mutante;O
tandem;O
duplicazione;O
di;O
il;O
tirosina;O
chinasi;O
(;O
Tk;O
);O
e;O
calcio;B-Semplice_chimico
-;O
mediato;O
internalizzazione;O
(;O
CAINO;O
);O
domini;O
.;O
;
Qui;O
noi;O
descrivere;O
un;O
185;O
-;O
kda;O
tandem;O
duplicazione;O
mutante;O
(;O
TDM;O
);O
Quello;O
è;O
espresso;O
in;O
Ke;B-Cellula
e;O
UN;B-Cellula
-;I-Cellula
1235;I-Cellula
glioma;I-Cellula
cellule;I-Cellula
""",""";O
lungo;O
certo;O
funzionale;O
caratteristiche;O
di;O
il;O
mutanti;O
.;O
;
Il;O
corrispondente;O
trascrizioni;O
in;O
Ke;B-Cellula
e;O
UN;B-Cellula
-;I-Cellula
1235;I-Cellula
cellule;I-Cellula
contenere;O
1053;O
aggiuntivo;O
nucleotidi;O
un;O
in;O
-;O
portafoto;O
duplicazione;O
di;O
esons;O
18;O
attraverso;O
25;O
quale;O
codificare;O
il;O
intera;O
Tk;O
regione;O
e;O
un;O
porzione;O
di;O
il;O
CAINO;O
dominio;O
.;O
;
Come;O
duplicazione;O
di;O
il;O
intera;O
Tk;O
/;O
CAINO;O
regione;O
(;O
esons;O
18;O
-;O
26;O
);O
in;O
UN;B-Cellula
-;I-Cellula
172;I-Cellula
cellule;I-Cellula
""",""";O
duplicazione;O
di;O
esons;O
18;O
-;O
25;O
è;O
associato;O
un;O
specifica;O
genomico;O
riarrangiamento;O
tra;O
fianco;O
introni;O
.;O
;
Coinvolto;O
introni;O
contenere;O
omologia;O
a;O
segnale;O
sequenza;O
(;O
RSS;O
);O
heptamers;O
regalo;O
in;O
il;O
V;O
(;O
D;O
);O
J;O
regione;O
di;O
il;O
T;B-Gene_o_prodotto_genico
Linfocita;I-Gene_o_prodotto_genico
recettore;I-Gene_o_prodotto_genico
gene;O
.;O
;
In;O
definito;O
medio;O
""",""";O
entrambi;O
oncogenico;O
TDM;O
sono;O
costitutivamente;O
Autofosforilated;O
e;O
inefficientemente;O
downregolato;O
.;O
;
Alto;O
-;O
affinità;O
legame;O
è;O
ridotto;O
in;O
EGFR;B-Gene_o_prodotto_genico
.;O
TDM;O
/;O
18;O
-;O
26;O
""",""";O
benché;O
il;O
T1;O
/;O
2;O
di;O
recettore;O
internalizzazione;O
è;O
non;O
prolungato;O
.;O
;
Ciprofloxacin;B-Semplice_chimico
mediato;O
cellula;B-Cellula
crescita;O
inibizione;O
""",""";O
S;O
/;O
G2;O
-;O
m;O
cellula;B-Cellula
ciclo;O
arresto;O
""",""";O
e;O
apoptosi;O
in;O
un;O
umano;B-Organismo
transitorio;B-Cancro
cellula;I-Cancro
carcinoma;I-Cancro
di;O
il;O
cellula;I-Cellula
linea;I-Cellula
.;O
;
Il;O
secondo;O
prevalente;O
urologico;B-Cancro
malignità;I-Cancro
in;O
mezzo;O
invecchiato;O
e;O
anziano;O
uomini;B-Organismo
è;O
cancro;I-Cancro
""",""";O
90;O
%;O
di;O
il;O
casi;O
essendo;O
transitorio;B-Cancro
cellula;I-Cancro
carcinomi;I-Cancro
.;O
;
Il;O
successo;O
di;O
attuale;O
sistemico;O
e;O
intravevole;O
terapeutico;O
agenti;O
""",""";O
tale;O
come;O
cisplatin;B-Semplice_chimico
""",""";O
Thitepa;B-Semplice_chimico
""",""";O
Adriamycin;B-Semplice_chimico
""",""";O
mitomicina;B-Semplice_chimico
C;I-Semplice_chimico
""",""";O
e;O
bacillo;B-Organismo
Calma;I-Organismo
-;I-Organismo
Guerin;I-Organismo
""",""";O
è;O
limitato;O
ricorrenza;O
aliquote;O
ridotto;O
a;O
17;O
-;O
44;O
%;O
.;O
;
In;O
aggiunta;O
""",""";O
di;O
queste;O
agenti;O
richiedere;O
strumentazione;O
di;O
il;O
urinario;B-Suddivisione_organismo
tratto;I-Suddivisione_organismo
e;O
sono;O
consegnato;O
a;O
un;O
significativo;O
costo;O
e;O
potenziale;O
morbilità;O
a;O
il;O
paziente;B-Organismo
.;O
;
FluRoquinolone;B-Semplice_chimico
Antibiotici;O
tale;O
come;O
ciprofloxacin;B-Semplice_chimico
""",""";O
quale;O
Potere;O
essere;O
amministrato;O
P;O
.;O
O;O
.;O
""",""";O
può;O
avere;O
un;O
profondo;O
effetto;O
in;O
cancro;I-Cancro
gestione;O
.;O
;
Questo;O
è;O
basato;O
Su;O
limitato;O
in;O
vitro;O
Studi;O
Su;O
tumore;B-Cellula
cellule;I-Cellula
derivato;O
transitorio;B-Cancro
cellula;I-Cancro
carcinoma;I-Cancro
di;O
il;O
Quello;O
rivelato;O
un;O
dose;O
-;O
e;O
tempo;O
-;O
dipendente;O
inibizione;O
di;O
cellula;B-Cellula
crescita;O
di;O
ciprofloxacin;B-Semplice_chimico
a;O
concentrazioni;O
Quello;O
sono;O
facilmente;O
raggiungibile;O
in;O
il;O
urina;B-Sostanza_organismo
di;O
pazienti;B-Organismo
.;O
;
però;O
""",""";O
il;O
meccanismo;O
(;O
S;O
);O
di;O
quale;O
ciprofloxacin;B-Semplice_chimico
Elicits;O
suo;O
biologico;O
Effetti;O
Su;O
cancro;I-Cellula
cellule;I-Cellula
è;O
non;O
bene;O
Documentato;O
.;O
;
sperimentale;O
dati;O
Confermare;O
precedente;O
Studi;O
mostrando;O
il;O
in;O
vitro;O
cellula;B-Cellula
crescita;O
inibizione;O
di;O
il;O
transitorio;B-Cancro
cellula;I-Cancro
carcinoma;I-Cancro
di;O
il;O
cellula;I-Cellula
linea;I-Cellula
HTB9;I-Cellula
e;O
ulteriore;O
mostrato;O
il;O
induzione;O
di;O
cellula;B-Cellula
ciclo;O
arresto;O
a;O
il;O
S;O
/;O
G2;O
-;O
m;O
Checkpoint;O
.;O
;
In;O
aggiunta;O
""",""";O
noi;O
trovato;O
-;O
regolamento;O
di;O
ciclinario;B-Gene_o_prodotto_genico
B;I-Gene_o_prodotto_genico
""",""";O
ciclinario;B-Gene_o_prodotto_genico
E;I-Gene_o_prodotto_genico
""",""";O
e;O
Defosforiolazione;O
di;O
CDK2;B-Gene_o_prodotto_genico
in;O
ciprofloxacin;B-Semplice_chimico
-;O
trattati;O
tumore;I-Cellula
cellule;I-Cellula
.;O
;
Là;O
era;O
anche;O
un;O
su;O
-;O
regolamento;O
di;O
Bax;B-Gene_o_prodotto_genico
""",""";O
quale;O
alterato;O
il;O
Bax;B-Gene_o_prodotto_genico
:;O
Bdc;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
2;I-Gene_o_prodotto_genico
rapporto;O
""",""";O
quale;O
può;O
essere;O
responsabile;O
per;O
mitocondriale;B-Componente_cellulare
depolarizzazione;O
segnalato;O
a;O
essere;O
coinvolto;O
Priorità;O
a;O
il;O
induzione;O
di;O
apoptosi;O
.;O
;
Il;O
ciclinario;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
dipendente;I-Gene_o_prodotto_genico
chinasi;I-Gene_o_prodotto_genico
inibitore;O
P21WAF1;B-Gene_o_prodotto_genico
livello;O
era;O
trovato;O
a;O
essere;O
diminuito;O
entro;O
12;O
h;O
di;O
ciprofloxacin;B-Semplice_chimico
trattamento;O
e;O
scomparso;O
completamente;O
quando;O
HTB9;B-Cellula
cellule;I-Cellula
erano;O
trattati;O
200;O
microg;O
/;O
ml;O
ciprofloxacin;B-Semplice_chimico
per;O
24;O
h;O
.;O
;
Il;O
-;O
regolamento;O
di;O
P21WAF1;B-Gene_o_prodotto_genico
strettamente;O
correlato;O
poli;B-Gene_o_prodotto_genico
(;I-Gene_o_prodotto_genico
ADP;I-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
ribosio;I-Gene_o_prodotto_genico
);I-Gene_o_prodotto_genico
polimerasi;I-Gene_o_prodotto_genico
scollatura;O
e;O
Cpp32;B-Gene_o_prodotto_genico
Attivazione;O
.;O
;
Recente;O
Studi;O
rivelato;O
Quello;O
P21WAF1;B-Gene_o_prodotto_genico
protegge;O
cellule;B-Cellula
apoptosi;O
di;O
Arresto;O
loro;O
in;O
G1;O
e;O
ulteriore;O
legarsi;O
a;O
pro;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
Caspase;I-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
3;I-Gene_o_prodotto_genico
""",""";O
Prevenire;O
suo;O
Attivazione;O
e;O
così;O
""",""";O
inibizione;O
il;O
apoptotico;O
cascata;O
.;O
;
Quindi;O
""",""";O
il;O
-;O
regolamento;O
di;O
P21WAF1;B-Gene_o_prodotto_genico
""",""";O
insieme;O
il;O
alterazioni;O
in;O
Bax;B-Gene_o_prodotto_genico
e;O
CDK2;B-Gene_o_prodotto_genico
come;O
osservato;O
in;O
Nostro;O
Studi;O
""",""";O
