tokens;ner_tags
caratterizzare;O
un;O
segnato;O
glucosio;B-Semplice_chimico
-;O
modulato;O
Attivazione;O
risposta;O
di;O
il;O
genere;B-Gene_o_prodotto_genico
II;I-Gene_o_prodotto_genico
Hexochase;I-Gene_o_prodotto_genico
gene;O
a;O
ipossico;O
Condizioni;O
entro;O
altamente;O
glicolitico;O
epatoma;B-Cellula
cellule;I-Cellula
""",""";O
un;O
proprietà;O
Quello;O
Maggio;O
aiuto;O
assicurare;O
Quello;O
tale;O
cellule;B-Cellula
esibizione;O
un;O
crescita;O
e;O
sopravvivenza;O
vantaggio;O
terminato;O
genitore;B-Cellula
cellule;I-Cellula
di;O
origine;O
.;O
;
Membrana;O
-;O
ancorato;O
Cbl;B-Gene_o_prodotto_genico
soppressi;O
Hck;B-Gene_o_prodotto_genico
proteina;O
-;O
tirosina;B-Aminoacido
chinasi;O
mediato;O
cellulare;B-Cellula
trasformazione;O
.;O
;
Il;O
mammifero;B-Organismo
proto;O
-;O
oncogene;O
Cbl;B-Gene_o_prodotto_genico
e;O
suo;O
cellulare;B-Cellula
omologhi;O
in;O
Caenorhabdite;B-Organismo
elegans;I-Organismo
(;O
Slificatore;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
1;I-Gene_o_prodotto_genico
);O
e;O
Drosophila;B-Organismo
(;O
D;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
Cbl;I-Gene_o_prodotto_genico
);O
sono;O
negativo;O
Regolatori;O
di;O
alcuni;O
crescita;B-Gene_o_prodotto_genico
fattore;I-Gene_o_prodotto_genico
recettore;I-Gene_o_prodotto_genico
segnalazione;O
percorsi;O
.;O
;
Qui;O
noi;O
mostrare;O
Quello;O
Cbl;B-Gene_o_prodotto_genico
Potere;O
negativamente;O
regolare;O
segnalazione;O
molecola;O
""",""";O
thesrc;B-Gene_o_prodotto_genico
-;O
famiglia;O
chinasi;O
Hck;B-Gene_o_prodotto_genico
di;O
targeting;O
esso;O
per;O
degradazione;O
.;O
;
Hck;B-Gene_o_prodotto_genico
-;O
mediato;O
cellulare;B-Cellula
trasformazione;O
di;O
murina;B-Organismo
fibroblasti;B-Cellula
è;O
rivertito;O
di;O
ectopico;O
espressione;O
di;O
un;O
membrana;B-Componente_cellulare
-;O
ancorato;O
Allele;O
di;O
Cbl;B-Gene_o_prodotto_genico
come;O
valutato;O
di;O
il;O
cellulare;B-Cellula
morfologia;O
""",""";O
soppressione;O
di;O
ancoraggio;O
indipendente;O
crescita;O
""",""";O
e;O
un;O
globale;O
riduzione;O
in;O
il;O
totale;O
tirosina;B-Aminoacido
fosforilazione;O
livelli;O
entro;O
il;O
cellule;B-Cellula
.;O
;
Il;O
espressione;O
di;O
Cbl;B-Gene_o_prodotto_genico
a;O
il;O
plasma;B-Componente_cellulare
membrana;I-Componente_cellulare
obiettivi;O
entrambi;O
Hck;B-Gene_o_prodotto_genico
e;O
si;O
per;O
ubiquitinazione;O
e;O
degradazione;O
""",""";O
richiedendo;O
un;O
intatto;O
SQUILLO;O
dito;O
.;O
;
Farmacologico;O
inibizione;O
di;O
il;O
proteasome;O
impedisce;O
il;O
degradazione;O
di;O
Hck;B-Gene_o_prodotto_genico
correlazione;O
un;O
aumento;O
in;O
il;O
fosfotirosina;B-Aminoacido
livelli;O
entro;O
il;O
cellule;B-Cellula
.;O
;
Attivato;O
Hck;B-Gene_o_prodotto_genico
e;O
membrana;B-Componente_cellulare
-;O
ancorato;O
Cbl;B-Gene_o_prodotto_genico
sono;O
regalo;O
in;O
simile;O
SUBCELLULARE;B-Componente_cellulare
Localizzazioni;O
e;O
co;O
-;O
immunoprecipitato;O
""",""";O
Suggerendo;O
Quello;O
interazione;O
è;O
necessario;O
per;O
successivo;O
ubiquitinazione;O
e;O
degradazione;O
.;O
;
Interessante;O
""",""";O
entrambi;O
costitutivamente;O
attivo;O
e;O
chinasi;O
-;O
inattivo;O
Hck;B-Gene_o_prodotto_genico
interagire;O
e;O
sono;O
mirata;O
per;O
degradazione;O
di;O
Cbl;B-Gene_o_prodotto_genico
.;O
;
Questo;O
opera;O
illustra;O
alternato;O
a;O
regolare;O
Src;B-Gene_o_prodotto_genico
-;O
famiglia;O
Kinases;O
""",""";O
e;O
suggerisce;O
Quello;O
Cbl;B-Gene_o_prodotto_genico
Maggio;O
essere;O
capace;O
a;O
sopprimere;O
molti;O
segnalazione;O
percorsi;O
Quello;O
sono;O
attivato;O
in;O
Varie;O
proliferativo;O
sindromi;O
Compreso;O
cancro;B-Cancro
.;O
;
Multiplo;O
fasi;O
di;O
maligno;O
trasformazione;O
di;O
umano;B-Organismo
endoteliale;B-Cellula
cellule;I-Cellula
modellato;O
di;O
co;O
-;O
espressione;O
di;O
telomerasi;B-Gene_o_prodotto_genico
inversione;I-Gene_o_prodotto_genico
trascrittasi;I-Gene_o_prodotto_genico
""",""";O
SV40;B-Gene_o_prodotto_genico
T;I-Gene_o_prodotto_genico
antigene;I-Gene_o_prodotto_genico
e;O
oncogenico;O
n;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
ras;I-Gene_o_prodotto_genico
.;O
;
Noi;O
avere;O
modellato;O
multiplo;O
fasi;O
di;O
maligno;O
trasformazione;O
di;O
umano;B-Organismo
endoteliale;B-Cellula
cellule;I-Cellula
(;O
ECS;B-Cellula
);O
di;O
sovraespressione;O
il;O
catalitico;O
subunità;O
di;O
umano;B-Organismo
telomerasi;B-Gene_o_prodotto_genico
(;O
htert;B-Gene_o_prodotto_genico
);O
""",""";O
insieme;O
SV40;B-Organismo
T;B-Gene_o_prodotto_genico
antigene;I-Gene_o_prodotto_genico
(;O
Sv40t;B-Gene_o_prodotto_genico
);O
e;O
oncogenico;O
n;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
ras;I-Gene_o_prodotto_genico
.;O
;
Transfezione;O
htert;B-Gene_o_prodotto_genico
solo;O
""",""";O
guidato;O
a;O
il;O
immortalizzazione;O
di;O
Due;O
fuori;O
di;O
tre;O
culture;O
di;O
osso;B-Cellula
midollo;I-Cellula
-;I-Cellula
derivato;I-Cellula
ECS;I-Cellula
(;O
Bmecs;B-Cellula
);O
.;O
;
Uno;O
htert;B-Gene_o_prodotto_genico
trasduttore;O
Bmec;B-Cellula
cultura;O
un;O
lungo;O
proliferativo;O
ritardo;O
prima;O
riprendere;O
proliferazione;O
.;O
;
Bmecs;B-Cellula
trasfettato;O
htert;B-Gene_o_prodotto_genico
solo;O
erano;O
funzionalmente;O
e;O
fenotipicamente;O
normale;O
.;O
;
Bmecs;B-Cellula
trasfettato;O
Sv40t;B-Gene_o_prodotto_genico
(;O
BMSVS;B-Cellula
);O
aveva;O
un;O
esteso;O
durata;O
""",""";O
ma;O
infine;O
soccombere;O
a;O
crisi;O
.;O
;
BMSVS;B-Cellula
esibito;O
un;O
parzialmente;O
trasformato;O
fenotipo;O
""",""";O
dimostrazione;O
crescita;O
fattore;O
indipendenza;O
""",""";O
alterato;O
antigene;O
espressione;O
e;O
formatura;O
minuscolo;O
""",""";O
infrequente;O
Colonie;O
in;O
vitro;O
.;O
;
Trasmissione;O
di;O
BMSVS;B-Cellula
htert;B-Gene_o_prodotto_genico
risultato;O
in;O
immortalizzazione;O
di;O
4;O
fuori;O
di;O
4;O
culture;B-Cellula
.;O
;
BMSVS;B-Cellula
immortalato;O
htert;B-Gene_o_prodotto_genico
formato;O
grande;O
Colonie;O
in;O
vitro;O
e;O
piccolo;O
transitorio;O
tumori;B-Cancro
in;O
vivo;O
.;O
;
Bmecs;B-Cellula
co;O
-;O
esprimere;O
Sv40t;B-Gene_o_prodotto_genico
""",""";O
htert;B-Gene_o_prodotto_genico
e;O
n;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
ras;I-Gene_o_prodotto_genico
esibito;O
un;O
apertamente;O
trasformato;O
fenotipo;O
";";O
formatura;O
molto;O
grande;O
Colonie;O
un;O
alterato;O
morfologia;O
e;O
generazione;O
rapidamente;O
tumori;B-Cancro
in;O
vivo;O
.;O
;
Queste;O
indagini;O
dimostrare;O
trasformazione;O
di;O
umano;B-Organismo
ECS;B-Cellula
a;O
un;O
apertamente;O
maligno;O
fenotipo;O
.;O
;
Questo;O
modello;O
volere;O
essere;O
utile;O
per;O
comprensione;O
meccanismi;O
sottostante;O
vascolare;B-Formazione_patologica
e;O
angiogenico;B-Formazione_patologica
neoplasias;I-Formazione_patologica
""",""";O
come;O
bene;O
come;O
per;O
test;O
droghe;O
progettato;O
a;O
limitare;O
aberrante;O
CE;B-Cellula
crescita;O
.;O
;
Retinentrico;B-Struttura_multi-tessuto
microangiopatie;O
sovrastante;O
pigmento;B-Tessuto
epiteliale;I-Tessuto
distacco;O
in;O
età;O
-;O
imparentato;O
maculare;B-Tessuto
degenerazione;O
.;O
;
SCOPO;O
:;O
Per;O
valutare;O
alterazioni;O
in;O
il;O
retinentrico;B-Struttura_multi-tessuto
Vasculature;I-Struttura_multi-tessuto
sovrastante;O
pigmento;B-Formazione_patologica
epiteliale;I-Formazione_patologica
distaccamenti;I-Formazione_patologica
(;O
PED;B-Formazione_patologica
);O
in;O
esudato;O
età;O
-;O
imparentato;O
maculare;B-Tessuto
degenerazione;O
(;O
Bracciolo;O
);O
usando;O
indovinanina;B-Semplice_chimico
verde;I-Semplice_chimico
e;O
fluorescein;B-Semplice_chimico
angiografia;O
.;O
;
Metodi;O
:;O
Quaranta;O
-;O
uno;O
pazienti;B-Organismo
(;O
41;O
occhi;B-Organo
);O
un;O
clinico;O
diagnosi;O
di;O
esudato;O
Bracciolo;O
PED;B-Formazione_patologica
simultaneo;O
fluorescein;B-Semplice_chimico
e;O
indovinanina;B-Semplice_chimico
verde;I-Semplice_chimico
angiografia;O
""",""";O
anche;O
sotto;O
alto;O
(;O
10;O
gradi;O
);O
ingrandimento;O
.;O
;
Vascolare;B-Struttura_multi-tessuto
anomalie;O
in;O
il;O
retina;B-Struttura_multi-tessuto
erano;O
rispetto;O
tra;O
pazienti;B-Organismo
vascolarizzato;O
(;O
n;O
=;O
34;O
""",""";O
gruppo;O
1;O
);O
e;O
nonvascularized;O
(;O
n;O
=;O
7;O
""",""";O
gruppo;O
2;O
);O
PED;B-Formazione_patologica
Su;O
indovinanina;B-Semplice_chimico
verde;I-Semplice_chimico
angiografia;O
e;O
correlato;O
il;O
dimensione;O
di;O
il;O
PED;B-Formazione_patologica
e;O
il;O
presenza;O
di;O
sieroso;B-Struttura_multi-tessuto
retinentrico;I-Struttura_multi-tessuto
distacco;O
.;O
;
Risultati;O
:;O
In;O
Tutti;O
""",""";O
67;O
vascolare;B-Struttura_multi-tessuto
anomalie;O
erano;O
trovato;O
di;O
indovinanina;B-Semplice_chimico
verde;I-Semplice_chimico
angiografia;O
e;O
soltanto;O
22;O
di;O
fluorescein;B-Semplice_chimico
angiografia;O
";";O
questo;O
Trovare;O
era;O
statisticamente;O
significativo;O
(;O
P;O
meno;O
di;O
0;O
.;O
1;O
);O
.;O
;
Il;O
Trovare;O
di;O
retinentrico;B-Struttura_multi-tessuto
vasculopatia;O
(;O
32;O
pazienti;B-Organismo
in;O
gruppo;O
1;O
e;O
Due;O
pazienti;B-Organismo
in;O
gruppo;O
2;O
);O
era;O
direttamente;O
correlato;O
il;O
presenza;O
di;O
Chooraidal;B-Struttura_multi-tessuto
neovascolarizzazioni;O
(;O
P;O
=;O
0;O
.;O
2;O
);O
.;O
;
Là;O
era;O
anche;O
un;O
diretto;O
correlazione;O
tra;O
il;O
presenza;O
di;O
Chooraidal;B-Struttura_multi-tessuto
neovascolarizzazione;O
e;O
dimensione;O
di;O
il;O
PED;B-Formazione_patologica
(;O
P;O
=;O
0;O
.;O
3;O
);O
.;O
;
Il;O
numero;O
di;O
retinentrico;B-Struttura_multi-tessuto
vascolare;I-Struttura_multi-tessuto
reperti;O
era;O
non;O
correlato;O
sieroso;B-Sostanza_organismo
elevazione;O
di;O
il;O
retina;B-Struttura_multi-tessuto
.;O
;
Conclusioni;O
:;O
Retinentrico;B-Struttura_multi-tessuto
vasculopatie;O
Maggio;O
essere;O
osservato;O
in;O
occhi;B-Organo
PED;B-Formazione_patologica
e;O
sono;O
rilevabile;O
di;O
indovinanina;B-Semplice_chimico
verde;I-Semplice_chimico
e;O
fluorescein;B-Semplice_chimico
angiografia;O
.;O
;
Fas;B-Gene_o_prodotto_genico
-;O
Fas;B-Gene_o_prodotto_genico
ligando;I-Gene_o_prodotto_genico
segnalazione;O
sentiero;O
un;O
interleucheno;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
12;I-Gene_o_prodotto_genico
-;O
indotto;O
rifiuto;O
di;O
un;O
murina;B-Organismo
prostata;B-Cancro
tumore;I-Cancro
sistema;O
.;O
;
SFONDO;O
:;O
Recente;O
dati;O
suggerire;O
Quello;O
anti;O
-;O
tumore;B-Cancro
Attività;O
di;O
interleucheno;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
12;I-Gene_o_prodotto_genico
(;O
-;I-Gene_o_prodotto_genico
12;I-Gene_o_prodotto_genico
);O
coinvolgere;O
il;O
induzione;O
di;O
apoptosi;O
.;O
;
Fas;B-Gene_o_prodotto_genico
(;O
APO;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
1;I-Gene_o_prodotto_genico
/;O
CD95;B-Gene_o_prodotto_genico
);O
è;O
un;O
genere;O
io;O
membrana;B-Componente_cellulare
proteina;O
Quello;O
è;O
capace;O
di;O
un;O
apoptosi;O
segnalazione;O
sentiero;O
quando;O
limite;O
a;O
suo;O
ligando;O
(;O
FasL;B-Gene_o_prodotto_genico
);O
.;O
;
Noi;O
impegnava;O
questo;O
studio;O
a;O
test;O
il;O
ipotesi;O
Quello;O
Fas;B-Gene_o_prodotto_genico
-;O
FasL;B-Gene_o_prodotto_genico
-;O
mediato;O
apoptosi;O
gioca;O
un;O
ruolo;O
in;O
-;I-Gene_o_prodotto_genico
12;I-Gene_o_prodotto_genico
-;O
indotto;O
tumore;B-Cancro
regressione;O
.;O
;
Metodi;O
:;O
Un;O
mIL;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
12;I-Gene_o_prodotto_genico
espressione;O
vettore;O
guidato;O
di;O
citomegalovirus;B-Organismo
promotore;O
era;O
Usato;O
a;O
esprimere;O
murina;B-Organismo
-;I-Gene_o_prodotto_genico
12;I-Gene_o_prodotto_genico
cDNA;O
in;O
il;O
RM;B-Cellula
-;I-Cellula
9;I-Cellula
murina;I-Cellula
prostata;I-Cellula
carcinoma;I-Cellula
cellula;I-Cellula
linea;I-Cellula
.;O
;
Controllo;O
RM;B-Cellula
-;I-Cellula
9;I-Cellula
cellule;I-Cellula
e;O
RM;B-Cellula
-;I-Cellula
9;I-Cellula
cellule;I-Cellula
stabilmente;O
trasfettato;O
-;I-Gene_o_prodotto_genico
12;I-Gene_o_prodotto_genico
gene;O
(;O
RM;O
-;O
9;O
-;O
IL12;B-Gene_o_prodotto_genico
);O
erano;O
inoculata;O
in;O
4;O
-;O
a;O
6;O
-;O
settimana;O
-;O
vecchio;O
maschio;O
C57BL;B-Organismo
/;I-Organismo
J6;I-Organismo
.;O
;
Tumore;B-Cancro
dimensione;O
era;O
misurato;O
ogni;O
3;O
giorni;O
.;O
;
Occidentale;O
macchia;O
e;O
immunoistochimico;O
saggi;O
erano;O
Usato;O
a;O
valutare;O
Fas;B-Gene_o_prodotto_genico
e;O
FasL;B-Gene_o_prodotto_genico
proteina;O
espressione;O
.;O
;
In;O
situ;O
fluorescente;O
fine;O
etichettatura;O
era;O
Usato;O
a;O
etichetta;O
apoptotico;O
cellule;B-Cellula
.;O
;
Risultati;O
:;O
-;I-Gene_o_prodotto_genico
12;I-Gene_o_prodotto_genico
-;O
esprimere;O
RM;B-Cellula
-;I-Cellula
9;I-Cellula
prostata;I-Cellula
carcinoma;I-Cellula
cellule;I-Cellula
trapiantato;O
in;O
C57BL;B-Organismo
/;I-Organismo
J6;I-Organismo
cresciuto;O
lentamente;O
di;O
controllo;O
RM;B-Cellula
-;I-Cellula
9;I-Cellula
cellule;I-Cellula
e;O
vettore;O
controllo;O
RM;B-Cellula
-;I-Cellula
9;I-Cellula
-;I-Cellula
Luc;I-Cellula
cellule;I-Cellula
.;O
;
Il;O
media;O
sopravvivenza;O
tempo;O
di;O
il;O
RM;B-Organismo
-;I-Organismo
9;I-Organismo
-;I-Organismo
IL12;I-Organismo
era;O
di;O
53;O
giorni;O
""",""";O
invece;O
il;O
Significare;O
sopravvivenza;O
per;O
trapiantato;O
controllo;O
RM;B-Cellula
-;I-Cellula
9;I-Cellula
cellule;I-Cellula
era;O
soltanto;O
16;O
giorni;O
.;O
;
apoptotico;O
cellule;B-Cellula
erano;O
numerose;O
in;O
RM;B-Cancro
-;I-Cancro
9;I-Cancro
-;I-Cancro
IL12;I-Cancro
tumori;I-Cancro
:;O
10;O
.;O
3;O
%;O
vs;O
.;O
1;O
.;O
5;O
%;O
in;O
controllo;O
(;O
P;O
=;O
0;O
.;O
1;O
);O
.;O
;
Fas;B-Gene_o_prodotto_genico
e;O
FasL;B-Gene_o_prodotto_genico
proteine;O
erano;O
circa;O
duplice;O
in;O
il;O
RM;B-Cancro
-;I-Cancro
9;I-Cancro
-;I-Cancro
IL12;I-Cancro
tumori;I-Cancro
rispetto;O
il;O
RM;B-Cancro
-;I-Cancro
9;I-Cancro
controllo;I-Cancro
tumori;I-Cancro
come;O
determinato;O
di;O
Occidentale;O
macchia;O
e;O
immunoistochimico;O
analisi;O
(;O
P;O
<;O
0;O
.;O
5;O
);O
.;O
;
CONCLUSIONE;O
:;O
Il;O
Fas;B-Gene_o_prodotto_genico
-;O
FasL;B-Gene_o_prodotto_genico
-;O
mediato;O
apoptosi;O
sentiero;O
Maggio;O
contribuire;O
a;O
il;O
-;I-Gene_o_prodotto_genico
12;I-Gene_o_prodotto_genico
-;O
indotto;O
rifiuto;O
di;O
prostata;B-Cancro
carcinoma;I-Cancro
.;O
;
Adattatore;O
proteina;O
Crk;B-Gene_o_prodotto_genico
è;O
necessario;O
per;O
efrina;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
B1;I-Gene_o_prodotto_genico
-;O
indotto;O
membrana;B-Componente_cellulare
increspato;O
e;O
focale;B-Componente_cellulare
complesso;I-Componente_cellulare
Assemblea;O
di;O
umano;B-Organismo
aortico;B-Cellula
endoteliale;I-Cellula
cellule;I-Cellula
.;O
;
Endoteliale;B-Cellula
cellula;I-Cellula
migrazione;O
è;O
un;O
essenziale;O
in;O
vasculogenesi;O
e;O
angiogenesi;O
""",""";O
in;O
quale;O
recettore;B-Gene_o_prodotto_genico
tirosina;I-Gene_o_prodotto_genico
Kinases;I-Gene_o_prodotto_genico
un;O
PIVOTALE;O
ruolo;O
.;O
;
Noi;O
indagato;O
il;O
meccanismo;O
di;O
quale;O
efrina;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
B1;I-Gene_o_prodotto_genico
Promuoves;O
membrana;B-Componente_cellulare
increspato;O
in;O
umano;B-Organismo
aortico;B-Cellula
endoteliale;I-Cellula
cellule;I-Cellula
""",""";O
perché;O
membrana;B-Componente_cellulare
increspato;O
araldi;O
cellula;B-Cellula
corpo;I-Cellula
migrazione;O
.;O
;
Noi;O
specialmente;O
focalizzata;O
Su;O
il;O
ruolo;O
di;O
Crk;B-Gene_o_prodotto_genico
adattatore;O
proteina;O
in;O
EphB;B-Gene_o_prodotto_genico
-;O
mediato;O
segnalazione;O
.;O
;
Usando;O
DsRed;B-Semplice_chimico
-;O
Tagged;O
Crk;B-Gene_o_prodotto_genico
e;O
un;O
fluorescente;O
tempo;O
-;O
periodo;O
microscopio;O
""",""";O
noi;O
mostrato;O
Quello;O
Crk;B-Gene_o_prodotto_genico
era;O
reclutato;O
a;O
il;O
nascente;B-Componente_cellulare
focale;I-Componente_cellulare
complesso;I-Componente_cellulare
dopo;O
efrina;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
B1;I-Gene_o_prodotto_genico
stimolazione;O
.;O
;
""",""";O
noi;O
trovato;O
Quello;O
p130;B-Gene_o_prodotto_genico
(;I-Gene_o_prodotto_genico
Cas;I-Gene_o_prodotto_genico
);I-Gene_o_prodotto_genico
""",""";O
ma;O
non;O
paxillina;B-Gene_o_prodotto_genico
""",""";O
reclutato;O
Crk;B-Gene_o_prodotto_genico
a;O
il;O
nascente;B-Componente_cellulare
focale;I-Componente_cellulare
complesso;I-Componente_cellulare
.;O
;
Il;O
necessità;O
di;O
Crk;B-Gene_o_prodotto_genico
in;O
efrina;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
B1;I-Gene_o_prodotto_genico
-;O
indotto;O
membrana;B-Componente_cellulare
increspato;O
era;O
mostrato;O
entrambi;O
di;O
il;O
sovraespressione;O
di;O
dominante;O
negativo;O
Crk;B-Gene_o_prodotto_genico
mutanti;O
e;O
di;O
il;O
esaurimento;O
di;O
Crk;B-Gene_o_prodotto_genico
di;O
usando;O
Rna;O
interferenze;O
.;O
;
Quindi;O
""",""";O
noi;O
esaminato;O
il;O
ruolo;O
di;O
Due;O
maggiore;O
molecole;O
di;O
Crk;B-Gene_o_prodotto_genico
""",""";O
Rac1;B-Gene_o_prodotto_genico
e;O
Rap1;B-Gene_o_prodotto_genico
.;O
;
Il;O
dominante;O
negativo;O
mutante;O
di;O
Rac1;B-Gene_o_prodotto_genico
completamente;O
inibito;O
efrina;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
B1;I-Gene_o_prodotto_genico
-;O
indotto;O
membrana;B-Componente_cellulare
increspato;O
e;O
focale;B-Componente_cellulare
complesso;I-Componente_cellulare
Assemblea;O
.;O
;
In;O
contrasto;O
""",""";O
rap1GAPII;B-Gene_o_prodotto_genico
""",""";O
un;O
negativo;O
regolatore;O
di;O
Rap1;B-Gene_o_prodotto_genico
""",""";O
fatto;O
non;O
inibire;O
efrina;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
B1;I-Gene_o_prodotto_genico
-;O
indotto;O
membrana;B-Componente_cellulare
increspato;O
.;O
;
però;O
""",""";O
in;O
rap1GAPII;B-Gene_o_prodotto_genico
-;O
esprimere;O
cellule;O
""",""";O
efrina;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
B1;I-Gene_o_prodotto_genico
fatto;O
non;O
indurre;O
membrana;B-Componente_cellulare
diffusione;O
""",""";O
probabilmente;O
dovuto;O
a;O
instabilità;O
di;O
il;O
focale;B-Componente_cellulare
complesso;I-Componente_cellulare
.;O
;
Queste;O
risultati;O
indicato;O
Quello;O
Crk;B-Gene_o_prodotto_genico
gioca;O
un;O
critico;O
ruolo;O
in;O
Rac1;B-Gene_o_prodotto_genico
-;O
indotto;O
membrana;B-Componente_cellulare
arruffamento;O
e;O
Rap1;B-Gene_o_prodotto_genico
-;O
mediato;O
nascente;B-Componente_cellulare
focale;I-Componente_cellulare
complesso;I-Componente_cellulare
stabilizzazione;O
contributo;O
a;O
Ephrin;B-Gene_o_prodotto_genico
-;I-Gene_o_prodotto_genico
B1;I-Gene_o_prodotto_genico
-;O
indotto;O
umano;B-Organismo
aortico;B-Cellula
endoteliale;I-Cellula
cellule;I-Cellula
migrazione;O
.;O
;
Postoperatorio;O
progressione;O
di;O
polmonare;B-Organo
metastasi;O
in;O
osteosarcoma;B-Cancro
.;O
;
Presto;O
ricaduta;O
distante;O
metastasi;O
spesso;O
è;O
osservato;O
in;O
pazienti;B-Organismo
cancro;B-Cancro
dopo;O
resezione;O
di;O
il;O
primario;O
tumore;B-Cancro
.;O
;
Esso;O
è;O
considerato;O
Quello;O
resezione;O
di;O
il;O
primario;O
tumore;B-Cancro
induce;O
Attivazione;O
di;O
sistemico;O
angiogenesi;O
e;O
migliora;O
progressione;O
di;O
metastasi;O
.;O
;
Il;O
Autori;O
mostrare;O
Quello;O
resezione;O
di;O
il;O
primario;O
osteosarcoma;B-Cancro
tumore;I-Cancro
migliora;O
progressione;O
di;O
polmonare;B-Organo
metastasi;O
in;O
animale;O
osteosarcoma;B-Cancro
Modelli;O
.;O
;
Matrigelo;O
spina;O
neovascolarizzazione;O
dosaggio;O
rivelato;O
Quello;O
sistemico;O
angiogenico;O
attività;O
era;O
elevato;O
dopo;O
primario;O
tumore;B-Cancro
rimozione;O
(;O
tumore;B-Cancro
intatto;O
gruppo;O
""",""";O
1;O
.;O
61;O
+;O
/;O
-;O
0;O
.;O
21;O
G;O
/;O
dl;O
";";O
tumore;B-Cancro
RIMOSSO;O
gruppo;O
""",""";O
4;O
.;O
92;O
+;O
/;O
-;O
0;O
.;O
35;O
G;O
/;O
dl;O
);O
.;O
;
In;O
aggiunta;O
""",""";O
siero;B-Sostanza_organismo
concentrazione;O
di;O
il;O
angiogenesi;O
inibitore;O
""",""";O
endostatina;B-Gene_o_prodotto_genico
""",""";O
diminuito;O
dopo;O
primario;O
tumore;B-Cancro
rimozione;O
.;O
;
Trattamento;O
il;O
antiangiogenico;O
reagente;O
TNP;B-Semplice_chimico
-;I-Semplice_chimico
470;I-Semplice_chimico
soppresso;O
postoperatorio;O
progressione;O
di;O
polmonare;B-Organo
metastasi;O
.;O
;
Queste;O
risultati;O
indicare;O
il;O
possibilità;O
Quello;O
Attivazione;O
di;O
angiogenico;O
attività;O
dopo;O
resezione;O
di;O
osteosarcoma;B-Cancro
tumori;I-Cancro
migliora;O
progressione;O
di;O
polmonare;B-Organo
metastasi;O
.;O
;
Il;O
attuale;O
dati;O
anche;O
suggerire;O
Quello;O
amministrazione;O
di;O
antiangiogenico;O
reagenti;O
Potere;O
prevenire;O
progressione;O
di;O
polmonare;B-Organo
metastasi;O
in;O
osteosarcoma;B-Cancro
postoperatoriamente;O
